HULI_DAM_CNCR_RGN_MNG_NO,RGN_CD,SN,DAM_CNCR_RGN_TYPE_CD,DAM_CNCR_RGN_DSTRCT_TYPE_CD,DSTRCT_NM,DSTRCT_DSGN_RSN_CD,DSGN_YMD,RMV_YMD,DSTRCT_DSGN_RSN_DTL_CN,GRDNT,DONG_CD,STDG_CD,MTN_ADDR_YN,MNLNO,SUBLOTNO,DADDR,RONA_DADDR,ROAD_NM_ADDR_CD,EXPC_DAM_NOHO,EXPC_DAM_NOPE,EXPC_DAM_BLDG_CNT,EXPC_DAM_AREA,ETC_DAM_CN,SHNT_TRGT_HSHD_CNT,SHNT_TRGT_NOPE,SHNT_PLC_NM,ACTC_TNOP,HYTM_NM,HYTM_CD,ACML_RNFL,MAX_HR_RNFL,MAX_CNTY_RNFL,GD_STF_CR_TYPE_CD_1,GD_STF_CR_TYPE_CD_2,XCRD,YCRD,LAST_MDFCN_DT,DEL_YN,DSGN_TYPE,DST_TYPE,DMG_TYPE,RMRK,SSON_SE_CD,NAOL_SE_CD,DSGN_RSN_CLSF_CD,DSTRCT_DSGN_RSN_DTL_CLSF_CN,FRST_REG_DT,DSTRCT_RSN_DTL_CLSF_CD,INST_NM_1,DEPT_NM_1,JBGD_NM_1,JBTTL_NM_1,LOT,LAT
인명피해우려지역관리번호,지역코드,일련번호,피해우려지역유형코드,피해우려지역지구유형코드,지구명,지구지정사유코드,지정일자,해제일자,지구지정사유상세내용,경사도,행정동코드,법정동코드,산주소여부,주지번,부지번,상세주소,도로명상세주소,도로명주소코드,예상피해세대수,예상피해인원수,예상피해건물수,예상피해면적,기타피해내용,대피대상가구수,대피대상인원수,대피장소명,수용인원,우량계명,우량계코드,누적강우량,최대시간강우량,최대연속강우량,안내요원직업유형코드1,안내요원직업유형코드2,X좌표,Y좌표,최종수정일시,삭제여부,지정유형,재해유형,피해유형,비고,계절구분코드,신구구분코드,지정사유분류코드,지구지정사유상세분류내용,최초등록일시,지구사유상세분류코드,기관명1,부서명1,직급명1,직책명1,경도,위도
9999999999,2814000000,4,001,018,배다리 지하상가,018,20250104,20250113,소규모상가가 있는 지하상가로 침수 시 인명피해가 우려됨,,2814064000,2814010600,N,10,1,배다리중앙시장 재해위험지구 내,,,24,26,24,0,,,,,,동구청사 옥상 우량계,2814058000,135,45,135,001,001,923640.700352,1941888.432952,2025/11/01 20:37:17,N,,,,,,00,,,2016/03/31 11:00:40,,,,,,126.6364287,37.4730671
2823720040,2823700000,2,001,018,십정동360번지일원 침수지역,018,20250612,20250612,침수 위험 지구,,2823753000,2823710200,N,360,,360번지 일원,,,,,,,,,,,,부평구청 옥상 우량계,2823710100,220,35,59,001,002,,,2025/11/01 09:29:57,N,,,,,,00,,,2009/04/15 09:29:57,,,,,,,
2818500000,2818500000,3,001,016,소2-12(논고개길),018,20250201,20250609,침수 예상 지역,0,2818578000,2818510500,N,720,0,소암마을 지구,,,36,108,0,1,,36,108,동춘초교,160,연수구청 옥상 우량계,2818578000,150,50,300,001,,0,0,2025/11/01 16:21:35,N,,,,,,00,,,2015/07/13 16:21:35,,,,,,,
2872000000,2872000000,3,001,017,덕적면 일원,014,20250314,20250616,해일발생시 주변 지대 위험,,2872035021,2872035021,N,204,6,,,,25,30,20,0,,25,30,군부대,30,덕적면사무소 옥상 우량계,2872035000,300,100,100,001,002,877342.47523,1917858.157124,2025/11/01 14:22:49,N,,,,,,00,,,2017/03/13 18:04:32,,,,,,126.1169217,37.2515385
9999999999,2920000000,17,001,003,임곡지구,008,20250728,20250923,여름철 돌발성 인명피해 우려지역,,2920065000,2920013500,N,642,23,,,,0,0,0,59,,,,,,임곡동 우량계,2920065000,120,30,0,001,008,930304.641132,1693928.233347,2025/11/01 19:31:14,N,,,,,,00,,,2016/09/12 14:16:19,,,,,,126.7340091,35.2383387
9999999999,4719000000,25631,001,002,황산지구,002,20250312,20250609, 도로 인접 급경사지로 집중호우 시 낙석발생 우려,,4719025327,4719025327,Y,69,,,,,,,,,,,,,,고아읍,,,,,,,1070667.015112,1801674.63376,2025/11/01 09:46:52,,,,,,,00,,,2018/05/23 10:24:09,,,,,,128.2861559,36.2096602
9999999999,4719000000,25635,001,002,도량3지구,002,20250704,20250727, 주택 인접 급경사지로 집중호우 시 토사유출 우려,,4719010300,4719010300,Y,37,4,,,,,,,,,,,,,송정동,,,,,,,1074565.072726,1794641.324414,2025/11/01 09:37:40,,,,,,,00,,,2018/05/23 10:26:08,,,,,,128.3288489,36.1459641
9999999999,4723000000,25662,001,002,치산1지구,002,20250713,20250811,급경사지로 붕괴위험지구,,4723032021,4723032021,Y,129,,,,,,,,,,,,,,신녕면(704),4723032000,,,,,,1109704.465639,1783411.618617,2025/11/01 09:35:43,,,,,,,00,,,2018/05/23 11:52:09,,,,,,128.7178209,36.0414025
9999999999,5011000000,26182,001,017,한동지구,018,20250201,20250318,지진 해일 발생으로 인한 대규모 인적·물적 피해 예상지역,,,5011025600,N,1669,3,,,,,,,,,,,,,성판악 휴게소,4910125900,,,,,,,,2025/11/01 13:15:10,,,,,,,00,,,2017/05/08 13:15:10,,,,,,,
9999999999,4711000000,2,001,001,용흥4지구,001,20250601,20250901,"산불발생지역, 입목소실, 산 연접지 토사유출(산사태 취약지역)",,4711366500,4711311700,Y,89,0,,,,0,0,0,0,,,,,,연일읍,4711125300,0,30,200,,,1167186.630603,1784438.35871,2025/11/01 21:43:39,N,,,,,,00,,,2017/05/16 10:16:52,,,,,,129.3558939,36.0424778
9999999999,4511100000,2,001,018,자구실지구,018,20250921,20251030,농로사면 붕괴 : 농로 차량 통과시 붕괴위험,0,4511170300,4511113900,N,391,3,일원,,,0,0,0,0,,,,,,덕진,4511357000,0,0,0,,,0,0,2025/11/01 16:19:18,N,,,,,,00,,,2015/03/27 16:19:18,,,,,,,
9999999999,4711000000,3,001,001,용흥5지구,001,20251013,20251019,"산불발생지역, 입목소실, 산 연접지 토사유출(산사태 취약지역)",,4711366500,4711311700,Y,97,1,,,,0,0,0,0,,,,,,흥해읍,4711325000,0,30,200,,,1167589.803153,1784267.166605,2025/11/01 21:44:42,N,,,,,,00,,,2017/05/16 10:16:09,,,,,,129.360331,36.0408658
9999999999,4711000000,4,001,001,용흥6지구,001,20250421,20251001,"산불발생지역, 입목소실, 지반붕괴 위험(산사태 취약지역)",,4711366500,4711311700,Y,110,10,,,,0,0,0,0,,,,,,흥해읍,4711325000,0,30,200,,,1167037.286753,1784026.839352,2025/11/01 21:46:07,N,,,,,,00,,,2017/05/16 10:16:40,,,,,,129.3541499,36.0387952
9999999999,4511300000,2,001,002,종광대지구,002,20250331,20251007,주택유실 우려,0,4511354000,4511310300,N,705,94,인근,,,0,0,0,0,,,,,,덕진,4511357000,0,0,0,,,0,0,2025/11/01 17:26:42,N,,,,,,00,,,2016/04/07 17:26:42,,,,,,,
9999999999,4511300000,3,001,002,명주길지구,002,20251023,20251030,주택유실(매몰)-방주교회 인근,0,4511355000,4511310400,N,4,16,인근,,,0,0,0,0,,,,,,덕진,4511357000,0,0,0,,,0,0,2025/11/01 17:31:49,N,,,,,,00,,,2016/04/07 17:31:49,,,,,,,
9999999999,3171000000,94,001,006,온양1지구,008,20250113,20250711,급류휩쓸림,,,3171025600,N,299,2,향운사 입구,향운사 입구,,0,0,0,0,,,,,,온양읍,3171025600,0,0,0,,,0,0,2025/11/01 16:12:19,N,,,,,,00,,,2017/04/17 16:12:19,,,,,,,
9999999999,4682000000,25427,001,001,팔산2지구,001,20250103,20250617,토사유실 및 농경지 피해 우려,,,4682037025,N,921,3,,,,,,,,,,,,,무,,,,,,,,,2025/11/01 16:31:26,,,,,,,00,,,2017/05/18 16:31:26,,,,,,,
N999999999,2653000000,43710063,,,괘감로,018,20251001,20251029,,,2653062000,2653010400,N,578,0,부산광역시 사상구 괘법동 578 ,,2653010400105780000010861,,,,,,,,,,,,,,,,,,,2025/11/01 17:18:23,N,,,도로침수,,001,01,0999,,2018/05/28 17:18:23,,,,,,,
9999999999,4783000000,25716,001,009,노리지구,009,20250814,20250916,"
 집중호우시 계곡급류",,,4783031033,N,630,10,노리(상비리계곡),노리(상비리계곡),,25,48,,,,,,,,덕곡면,,,,,,,,,2025/11/01 17:42:34,,,,,,,00,,,2018/05/25 17:42:34,,,,,,,
9999999999,4817000000,26531,001,001,청담,001,20250620,20251021,산사태 취약지역 토석류,,4817039000,4817039026,Y,8,0,,,,,1,,,,,,,,진주시,,,,,,,1072041.196234,1694694.820412,2025/11/01 14:07:08,,,,,,,00,,,,,,,,,128.291838,35.2450845
9999999999,4817000000,26532,001,018,삼계,018,20250911,20250912,댐방류,,4817031000,4817031023,N,521,0,,,,,,,,,,,,,진주,,,,,,,1048632.111789,1683316.283738,2025/11/01 20:14:36,,,,,,,00,,,,,,,,,128.0338787,35.1438969
9999999999,4817000000,26534,001,018,신율리,018,20250526,20251002,침수,,4817031022,4817031022,N,170,,,,,,,,,,,,,,진주시,,,,,,,1054128.008563,1684131.756598,2025/11/01 20:22:09,,,,,,,00,,,,,,,,,128.0942628,35.150969
9999999999,4817000000,26535,001,018,천전,018,20250212,20250713,산사태,,4817051500,4817010200,N,428,0,,,,,,,,,,,,,진주시,,,,,,,1054053.739294,1686174.737166,2025/11/01 20:29:21,,,,,,,00,,,,,,,,,128.0935813,35.169394
9999999999,3171000000,97,001,018,청량삼정지구,018,20250321,20250814,사면붕괴(유실),,3171033000,3171033026,N,755,0,쌍용하나빌리지 3단지 사면부,,,0,0,0,0,,,,,,청량면,3171033000,0,0,0,,,0,0,2025/11/01 13:42:59,N,,,,,,00,,,2017/05/18 13:42:59,,,,,,,
9999999999,4573000000,29,001,010,도소2지구,005,20250416,20250904,인명피해 우려 특별관리 대상 저수지로 재해취약지역으로 지정관리 하고자 함,,4573035000,4573035022,N,1363,0,,,,15,30,15,3,"도로유실매몰 600m,",,,,,무주,4573000000,0,0,0,,,1004199.772296,1775018.765419,2025/11/01 13:10:22,N,,,,,,00,,,2016/04/05 02:17:52,,,,,,127.5465815,35.9719092
9999999999,4480000000,24,001,010,신풍지구,005,20250324,20251025,저수지 수위상승에 따른 월류,,4480034022,4480034022,N,1,3,,,,0,6,0,0,,,,,,장곡면,4480034000,0,0,0,,,928815.532826,1832016.759655,2025/11/01 14:27:03,N,,,,,,00,,,2016/04/05 02:22:40,,,,,,126.7053134,36.483143
N999999999,2653000000,43710066,,,백양대로,018,20250713,20251029,,,2653060000,,N,784,,부산광역시 사상구 덕포동 784 ,,,,,,,,,,,,,,,,,,,,,2025/11/01 16:57:27,N,,,도로침수,,001,01,0002,,2018/05/28 16:57:27,,,,,,,
9999999999,4480000000,25,001,010,마온지구,005,20250313,20250917,저수지 수위상승에 따른 월류,,4480039032,4480039032,N,254,,,,,0,12,0,0,,,,,,구항면,4480039000,0,0,0,,,923457.439249,1841514.041906,2025/11/01 14:25:09,N,,,,,,00,,,2016/04/05 02:23:18,,,,,,126.6445606,36.5683396
9999999999,4420000000,15,001,002,밀두지구,002,20250307,20250522,급경사지,,4420038000,4420038025,N,219,1,주택 연접 급경사지,,,56,179,2,0,,,,,,인주면,4420038000,0,0,0,,,0,0,2025/11/01 16:35:46,N,,,,,,00,,,2016/09/21 16:35:46,,,,,,,
9999999999,4150000000,11,001,006,복하1교,007,20250113,20250220,하상도로 침수우려,,4150051500,4150010800,N,246,2,,,,0,0,0,0,하천급류(범람)에 따른 돌발성 인명피해 우려,,,,,중리,4150052000,0,30,0,,,997529.882453,1920280.960568,2025/11/01 11:12:16,N,,,,,,00,,,2018/04/18 13:57:12,,,,,,127.4721354,37.2814531
9999999999,4480000000,18,001,005,오관지구,006,20250507,20250809, 하천범람으로 인한 하상주차장 침수,0,4480025000,4480025021,N,457,1,,,,0,520,0,0,,,,,,홍성,4480025000,0,0,0,,,925163.171023,1844838.416408,2025/11/01 14:48:48,N,,,,,,00,,,2016/04/04 23:00:48,,,,,,126.6632986,36.5984411
9999999999,4480000000,19,001,003,신안지구,006,20250607,20251017," 하천 급류, 하천 범람",0,4480038000,4480038023,N,636,15,,,,0,2,0,0,,,,,,갈산면,4480038000,0,0,0,,,918895.150646,1846480.472336,2025/11/01 14:46:49,N,,,,,,00,,,2016/04/04 23:02:02,,,,,,126.5930544,36.6127298
9999999999,4480000000,20,001,003,가곡지구,006,20250711,20250906, 집중호우 시 토사석 유출로 경작지 및 하부마을 피해로 발전될 가능성이 있음.,0,4480038000,4480038024,Y,99,0,,,,0,20,0,0,,,,,,갈산면,4480038000,0,0,0,,,917961.939096,1849829.035153,2025/11/01 14:45:00,N,,,,,,00,,,2016/04/04 23:02:39,,,,,,126.5822622,36.6428334
S000002017,1135000000,47,,,동부간선도로,0001,20250117,20250312,,,1135000000,1135000000,,,,중랑교~월계1교 (L=4.3㎞),,,,,,,,,,,,,,,,,,,,,,N,,,,,00,02,000000,한강대교 수위기준 10.92m,,,서울특별시시설관리공단,도로관리처,시설4급,,,
S000002017,1120000000,48,,,동부간선도로,0001,20250730,20250804,,,1120079000,1120012200,,,,월계1교~성동교 (L = 11.0㎞),,,,,,,,,,,,,,,,,,,,,,N,,,,,00,02,000000,중랑천 수위 EL 17.23m,,,서울특별시시설관리공단,도로관리처,시설4급,,,
S000002017,1120000000,49,,,동부간선도로,0001,20250505,20250620,,,,1120011500,,,,성동교~용비교 (L = 1.7㎞),,,,,,,,,,,,,,,,,,,,,,N,,,,,00,02,000000,청담대교수위 9.1m,,,서울특별시시설관리공단,도로관리처,시설4급,,,
9999999999,4480000000,23,001,010,장곡지구,005,20250617,20251008,저수지 수위상승에 따른 월류,,4480035023,4480035023,N,649,,,,,0,15,0,0,,,,,,은하면,4480035000,0,0,0,,,919791.108901,1838320.535901,2025/11/01 14:22:51,N,,,,,,00,,,2016/04/05 02:22:01,,,,,,126.6039225,36.5392523
9999999999,4480000000,26,001,010,산성지구,005,20250304,20250505,저수지 수위상승에 따른 월류,,4480034033,4480034033,N,40,2,,,,0,3,0,0,,,,,,장곡면,4480034000,0,0,0,,,932658.935997,1834581.883496,2025/11/01 14:20:09,N,,,,,,00,,,2016/04/05 02:24:02,,,,,,126.7479933,36.5065442
9999999999,4511100000,8,001,003,마전~홍산교,008,20251024,20251101,,0,4511171200,4511114200,N,208,1,,,,0,0,0,0,,,,,,덕진,4511357000,0,0,0,,,0,0,2025/11/01 13:48:34,N,,,,,,00,,,2016/04/07 13:48:34,,,,,,,
9999999999,4623000000,17,001,010,송금지구,005,20250519,20250519,저수지 하류,,4623035000,4623035028,N,1032,0,,,,30,60,30,1,,,,,,다압면,4623036000,0,0,0,,,1023385.028503,1670937.964052,2025/11/01 17:12:03,N,,,,,,00,,,2016/04/07 11:49:47,,,,,,127.7563729,35.0331831
9999999999,4511100000,4,001,003,안적~승암교,008,20250913,20251022,,0,4511165000,4511114400,N,436,14,,,,0,0,0,0,,,,,,덕진,4511357000,0,0,0,,,0,0,2025/11/01 13:40:30,N,,,,,,00,,,2016/04/07 13:40:30,,,,,,,
9999999999,4511100000,5,001,003,승암교~한벽교,008,20250319,20250819,,0,4511153000,4511111800,N,1035,0,,,,0,0,0,0,,,,,,덕진,4511357000,0,0,0,,,0,0,2025/11/01 13:42:32,N,,,,,,00,,,2016/04/07 13:42:32,,,,,,,
9999999999,4511100000,6,001,003,싸전다리~매곡교,008,20250420,20250718,,0,4511163500,4511112200,N,597,2,,,,0,0,0,0,,,,,,덕진,4511357000,0,0,0,,,0,0,2025/11/01 13:44:42,N,,,,,,00,,,2016/04/07 13:44:42,,,,,,,
9999999999,4511100000,7,001,003,우림~이동교,008,20250810,20250821,,0,4511171100,4511114000,N,709,0,,,,0,0,0,0,,,,,,덕진,4511357000,0,0,0,,,0,0,2025/11/01 13:46:36,N,,,,,,00,,,2016/04/07 13:46:36,,,,,,,
9999999999,5183000000,68,001,018,면옥치리지구,018,20250620,20250816,주택매몰,,5183033000,5183033033,N,533,0,사랑의집,,,3,20,0,0,,,,,,현남면,5183034000,0,0,0,,,0,0,2025/11/01 15:25:14,N,,,,,,00,,,2018/03/15 15:25:14,,,,,,,
9999999999,5183000000,21318,001,018,죽정지구,007,20250505,20251016,하천범람에 따른 인명피해,,5183034021,5183034021,N,379,2,,,,113,198,,,,,,,,현남면사무소,,,,,,,1109943.546916,1997129.575574,2025/11/01 17:47:42,,,,,,,00,,,,,,,,,128.7516654,37.9674697
9999999999,3611000000,11,001,001,금암지구,001,20250514,20250607,계류 하부 원룸 등 위치,,3611035000,3611035025,Y,41,2,,,4415035033101990000016859,,60,,,,,,,,장군면,3611035000,,,,,,,,2025/11/01 11:27:30,,,,,,,00,,,2017/04/30 11:27:30,,,,,,,
9999999999,3611000000,12,001,001,기룡지구,001,20250223,20250606,"산사태취약지역 계류 하부에 은혜기독병원, 사회복지법인 늘푸른집 등 위치",,3611036028,3611036028,Y,161,3,은혜기도원 부근,세종특별자치시 연서면 기룡리 산161-1,,,110,7,1,,,,,,연서면,3611037000,,,,,,976602.111869,1841458.594809,2025/11/01 13:15:50,,,,,,,00,,,2018/05/24 16:44:32,,,,,,127.238495,36.570622
9999999999,3171000000,24393,001,001,조일지구,001,20250831,20251027,산사태 취약지역,,3171040000,3171040022,N,444,0,조일리 산274 인근,,,1,2,,,,,,,,삼동면사무소 옥상 강우량계,3171040026,,,,,,1146448.110215,1722590.907312,2025/11/01 10:59:04,,,,,,,00,,,2018/05/25 10:08:47,,,,,,129.1144636,35.4884087
9999999999,3171000000,24396,001,001,덕현지구,001,20250831,20250911,산사태 취약지역,,3171038026,3171038026,Y,21,6,,,,2,5,,,,,,,,울산시청,3114051000,,,,,,1141234.631496,1739123.492189,2025/11/01 08:33:54,,,,,,,00,,,2018/05/25 10:16:55,,,,,,129.0598945,35.6381763
9999999999,4479000000,25208,001,018,자연재해위험개선지구,008,20250911,20250917,침수위험,,,4479032000,N,0,,시전리~농소리,시전리~농소리,,,,,,,,,,,대치면사무소,,,,,,,,,2025/11/01 10:08:33,,,,,,,00,,,2017/05/04 10:08:33,,,,,,,
9999999999,4479000000,25212,001,010,소죽골지구,005,20250319,20250407,저수지 붕괴,,,4479031000,N,369,,,,,,,,,,,,,,운곡면사무소,,,,,,,,,2025/11/01 10:44:06,,,,,,,00,,,2017/05/04 10:44:06,,,,,,,
