시설번호,시설일련번호,수용시설명,시군구명,법정동코드,상세주소,시설면적,경도,위도,X좌표,Y좌표
45,73,청원초등학교 운동장,노원구,1135010500,서울특별시 노원구 한글비석로 506(상계동),3140.0,127.061338,37.665748,205411.849553,562901.980944
46,82,경기기계공업고등학교 운동장,노원구,1135010400,서울특별시 노원구 공릉로 264(하계동),12900.0,127.074115,37.633232,206542.014627,559293.917271
47,85,혜성여자고등학교 운동장,노원구,1135010400,서울특별시 노원구 하계동 산 16-38,8880.0,127.073858,37.641184,206518.591503,560176.527071
48,43,불암중학교 운동장,노원구,1135010400,서울특별시 노원구 한글비석로5길 45(하계동),3680.0,127.073823,37.645554,206515.154053,560661.456395
49,48,신상계초등학교 운동장,노원구,1135010500,서울특별시 노원구 상계로 267(상계동),2560.0,127.076151,37.66778,206718.625872,563128.484039
50,66,월계중학교 운동장,노원구,1135010200,서울특별시 노원구 월계로45가길 54(월계동),4360.0,127.051731,37.630254,204566.338596,558962.100842
51,50,상천초등학교 운동장,노원구,1135010500,서울특별시 노원구 덕릉로 443(상계동),3500.0,127.057883,37.645922,205108.332417,560701.367892
52,58,상원중학교 운동장,노원구,1135010500,서울특별시 노원구 수락산로 182(상계동),2180.0,127.059496,37.67129,205248.94219,563517.045133
53,70,동일초등학교 운동장,노원구,1135010500,서울특별시 노원구 한글비석로 566(상계동),2380.0,127.054657,37.664834,204822.3822,562800.202066
54,77,상월초등학교 운동장,노원구,1135010500,서울특별시 노원구 동일로221길 27(상계동),4330.0,127.057241,37.658271,205050.852403,562071.966824
55,86,한내근린공원,노원구,1135010200,서울특별시 노원구 마들로 86(월계동),1740.0,127.06942,37.622104,206128.462564,558058.528794
56,42,녹천중학교 운동장,노원구,1135010200,서울특별시 노원구 월계로 376(월계동),4670.0,127.062383,37.631016,205506.556202,559047.183782
57,67,수락초등학교 운동장,노원구,1135010500,서울특별시 노원구 동일로 1745(상계동),4930.0,127.054544,37.683796,204811.223538,564904.86212
58,90,중현어린이공원,노원구,1135010400,서울특별시 노원구 하계동 272-1,3780.0,127.065645,37.631881,205794.4519,559143.417654
59,39,흥인초등학교 운동장,중구,1114016200,서울특별시 중구 청구로6길 11(신당동),1339.0,127.014267,37.560395,201260.518406,551207.310937
60,62,상계초등학교 운동장,노원구,1135010500,서울특별시 노원구 상계로9길 39(상계동),1830.0,127.065671,37.659118,205794.642974,562166.430576
61,65,상명초등학교 운동장,노원구,1135010600,서울특별시 노원구 덕릉로 541(중계동),1700.0,127.06758,37.648215,205963.922286,560956.46095
62,81,용화여자고등학교 운동장,노원구,1135010500,서울특별시 노원구 동일로 1461(상계동),3370.0,127.058526,37.658752,205164.181315,562125.424868
63,35,청구초등학교 운동장,중구,1114016200,서울특별시 중구 다산로 170(신당동),5835.0,127.013863,37.558392,201224.901423,550985.000334
64,42,봉래초등학교 운동장,중구,1114017400,서울특별시 중구 손기정로 73(만리동2가),2436.0,126.964083,37.55629,196826.412213,550752.222323
65,47,노일초등학교 운동장,노원구,1135010500,서울특별시 노원구 동일로 1625(상계동),2360.0,127.054761,37.67309,204831.06346,563716.53955
66,51,온곡초등학교 운동장,노원구,1135010500,서울특별시 노원구 한글비석로52길 59(상계동),1580.0,127.066109,37.667302,205832.658438,563074.842695
67,74,온곡중학교운동장,노원구,1135010500,서울특별시 노원구 노원로 492(상계동),264.0,127.064687,37.660066,205707.744398,562271.581368
68,83,수락중학교 운동장,노원구,1135010500,서울특별시 노원구 동일로 1729(상계동),4030.0,127.054568,37.68264,204813.419171,564776.552909
69,24,장충단공원,중구,1114014400,서울특별시 중구 장충동2가 197-1,32651.0,127.005037,37.558556,200445.066544,551003.114158
70,30,성동글로벌경영고등학교 운동장,중구,1114016200,서울특별시 중구 퇴계로 375(신당동),3002.0,127.013105,37.565554,201157.77232,551779.942662
71,32,성동공업고등학교 운동장,중구,1114016300,서울특별시 중구 다산로 290(흥인동),3670.0,127.01649,37.568781,201456.789358,552138.125203
72,41,손기정체육공원 ,중구,1114017400,서울특별시 중구 손기정로 101(만리동2가),4244.0,126.964965,37.555396,196904.345483,550652.927855
73,29,한양공업고등학교 운동장,중구,1114016200,서울특별시 중구 을지로 299(신당동),2601.0,127.011767,37.565612,201039.61001,551786.348889
74,23,충무초등학교 운동장,중구,1114014400,서울특별시 중구 퇴계로50길 13(장충동2가),3863.0,127.001883,37.562261,200166.333261,551414.319071
75,56,공연초등학교 운동장,노원구,1135010300,서울특별시 노원구 동일로192가길 16(공릉동),3800.0,127.074461,37.62695,206573.119646,558596.676782
76,57,연촌초등학교 운동장,노원구,1135010400,서울특별시 노원구 공릉로58길 36(하계동),3680.0,127.072801,37.634747,206425.874982,559461.919531
77,53,월계고등학교 운동장,노원구,1135010200,서울특별시 노원구 초안산로5길 66(월계동),1760.0,127.048725,37.631805,204300.988148,559134.020114
78,52,덕수초등학교 운동장,중구,1114016700,서울특별시 중구 덕수궁길 140(정동),2536.0,126.974526,37.568468,197749.486468,552103.540651
79,20,용두초등학교 운동장,동대문구,1123010200,서울특별시 동대문구 천호대로13길 43(용두동),529.0,127.028934,37.575628,202555.881084,552898.257888
80,31,전농초등학교 운동장,동대문구,1123010400,서울특별시 동대문구 사가정로 66(전농동),2066.0,127.054528,37.574218,204816.900207,552742.826488
81,42,간데메공원,동대문구,1123010500,서울특별시 동대문구 서울시립대로2길 59(답십리동),15179.0,127.048752,37.573324,204306.725658,552643.346175
82,50,안골어린이공원,동대문구,1123010600,서울특별시 동대문구 천호대로77다길 20(장안동),1652.0,127.064349,37.56532,205685.160102,551755.797017
83,40,신답초등학교 운동장,동대문구,1123010500,서울특별시 동대문구 천호대로 177(답십리동),1942.0,127.043338,37.572881,203828.4221,552593.930107
84,27,성일중학교 운동장,동대문구,1123010300,서울특별시 동대문구 왕산로23길 55(제기동),441.0,127.033915,37.581178,202995.65946,553514.421659
85,30,동대문중학교 운동장,동대문구,1123010400,서울특별시 동대문구 사가정로 59(전농동),2031.0,127.052434,37.574246,204631.901777,552745.792049
86,51,장일어린이공원,동대문구,1123010600,서울특별시 동대문구 장안동 164-1,992.0,127.065186,37.569913,205758.719613,552265.650897
87,39,답십리초등학교 운동장,동대문구,1123010500,서울특별시 동대문구 전농로3길 23(답십리동),2550.0,127.055412,37.568669,204895.360924,552126.93777
88,49,장평근린공원,동대문구,1123010600,서울특별시 동대문구 장안벚꽃로 67(장안동),15698.0,127.074007,37.567317,206538.204878,551978.017085
89,60,경희초등학교 운동장,동대문구,1123010800,서울특별시 동대문구 경희대로 23(회기동),4500.0,127.049525,37.59485,204373.705846,555032.451241
90,56,늘봄어린이공원,동대문구,1123010600,서울특별시 동대문구 장한로26나길 6(장안동),1659.0,127.072386,37.571455,206394.691922,552437.244672
91,70,서울반도체고등학교 운동장,동대문구,1123010900,서울특별시 동대문구 겸재로 21(휘경동),3456.0,127.069856,37.584888,206170.042363,553927.962853
92,52,중계중학교 운동장,노원구,1135010600,서울특별시 노원구 덕릉로76길 23(중계동),4170.0,127.075253,37.655097,206640.472318,561720.805767
93,72,태랑초등학교 운동장,노원구,1135010300,서울특별시 노원구 화랑로51나길 31(공릉동),2020.0,127.090928,37.625871,208026.860276,558478.231961
94,68,한천중학교 운동장,노원구,1135010300,서울특별시 노원구 공릉로 265(공릉동),3580.0,127.07288,37.630909,206433.193589,559036.043296
95,80,노원고등학교 운동장,노원구,1135010500,서울특별시 노원구 노원로 586(상계동),2930.0,127.053395,37.66222,204711.246472,562510.038615
96,64,태릉초등학교 운동장,노원구,1135010300,서울특별시 노원구 노원로1길 36(공릉동),4630.0,127.084996,37.622405,207503.532573,558093.049676
97,63,광운인공지능고등학교,노원구,1135010200,서울특별시 노원구 광운로1길 24(월계동),9540.0,127.056128,37.620231,204955.208545,557849.857858
98,29,방아다리어린이공원,동대문구,1123010300,서울특별시 동대문구 제기동 132-1,441.0,127.034882,37.585084,203080.911766,553947.962991
99,41,숭인중학교 운동장,동대문구,1123010500,서울특별시 동대문구 천호대로47길 34(답십리동),1577.0,127.044269,37.573484,203910.660458,552660.883936
100,43,동산어린이공원,동대문구,1123010500,서울특별시 동대문구 답십리동 998-1,1231.0,127.057552,37.566974,205084.486054,551938.93148
101,44,동답초등학교 운동장,동대문구,1123010500,서울특별시 동대문구 답십리로60길 12(답십리동),2158.0,127.064793,37.572026,205723.806236,552500.099645
102,47,안평초등학교 운동장,동대문구,1123010600,서울특별시 동대문구 장한로14길 61(장안동),3433.0,127.071871,37.565624,206349.630851,551790.031524
103,23,대광고등학교,동대문구,1123010100,서울특별시 동대문구 안암로 6(신설동),4500.0,127.024577,37.577651,202170.961138,553122.687196
104,26,홍릉초등학교 운동장,동대문구,1123010700,서울특별시 동대문구 회기로 90(청량리동),3968.0,127.047032,37.590747,204153.776828,554576.969499
105,52,장평초등학교 운동장,동대문구,1123010600,서울특별시 동대문구 답십리로69길 27(장안동),4157.0,127.073278,37.573355,206473.28532,552648.134066
106,63,경희여자고등학교 운동장,동대문구,1123010800,서울특별시 동대문구 경희대로 23(회기동),3131.0,127.051023,37.594709,204506.013845,555016.886224
107,75,을지중학교 운동장,노원구,1135010600,서울특별시 노원구 덕릉로 580(중계동),2950.0,127.072116,37.650118,206364.138235,561167.916545
108,84,재현중학교 운동장,노원구,1135010600,서울특별시 노원구 덕릉로82길 64(중계동),2050.0,127.080614,37.660932,207113.012061,562368.825216
109,78,서라벌고등학교 운동장,노원구,1135010600,서울특별시 노원구 한글비석로5길 18(중계동),295.0,127.075267,37.645139,206642.651283,560615.566576
110,28,정화고등학교 운동장,동대문구,1123010300,서울특별시 동대문구 제기동 299,441.0,127.040795,37.585645,203603.149109,554010.423417
111,48,장평중학교 운동장,동대문구,1123010600,서울특별시 동대문구 답십리로72길 158(장안동),8207.0,127.070505,37.566267,206228.919544,551861.256202
112,62,청량초등학교 운동장,동대문구,1123010800,서울특별시 동대문구 회기로25길 31(회기동),2750.0,127.055063,37.59197,204862.967978,554713.11921
113,66,휘봉초등학교 운동장,동대문구,1123010900,서울특별시 동대문구 장안벚꽃로 309(휘경동),2368.0,127.070296,37.585874,206208.813167,554037.452614
114,73,아름드리어린이공원,동대문구,1123010400,서울특별시 동대문구 전농동 688-7,2626.0,127.059696,37.579083,205273.056081,553283.056888
115,25,종암초등학교 운동장,동대문구,1123010300,서울특별시 동대문구 무학로44길 25(제기동),4412.0,127.031421,37.581787,202775.35833,553581.957236
116,33,전곡초등학교 운동장,동대문구,1123010400,서울특별시 동대문구 전농로 172(전농동),2230.0,127.056883,37.580268,205024.498741,553414.385155
117,34,전동초등학교 운동장,동대문구,1123010400,서울특별시 동대문구 전농로16길 61(전농동),1755.0,127.061512,37.578995,205433.470751,553273.339747
118,38,배봉산근린공원 야외무대,동대문구,1123010400,서울특별시 동대문구 사가정로 187(전농동),1745.0,127.063048,37.578494,205569.174612,553217.921617
119,21,남산초등학교 운동장,중구,1114012900,서울특별시 중구 퇴계로22길 17(남산동2가),1148.0,126.986276,37.560271,198787.43648,551193.591853
120,78,꿈나무어린이공원,금천구,1154510200,서울특별시 금천구 독산동 378-434,567.0,126.905017,37.463575,191597.034196,540465.654708
121,116,신암중학교 운동장,강동구,1174010700,서울특별시 강동구 고덕로 65(암사동),5898.0,127.133172,37.555461,211767.09455,550667.923688
122,74,낙산(어린이)공원,종로구,1111017400,서울특별시 종로구 창신동 611-48,1641.0,127.010445,37.579568,200922.622725,553335.220566
123,112,강명중학교운동장,강동구,1174010300,서울특별시 강동구 상일로12길 56(상일동),3213.0,127.175084,37.555333,215470.486319,550659.835915
124,54,"이화여자외국어고등학교, 이화여자고등학교 운동장 및 노천극장",중구,1114016800,서울특별시 중구 통일로4길 30(순화동),9150.0,126.969749,37.564886,197327.334873,551706.064202
125,46,어린이대공원,광진구,1121510200,서울특별시 광진구 능동로 216(능동),225000.0,127.081218,37.549086,207177.013854,549955.129356
126,88,신길중학교 운동장,영등포구,1156013200,서울특별시 영등포구 신길로28길 43(신길동),1200.0,126.91608,37.501891,192579.480875,544717.354775
127,77,옥계어린이공원,금천구,1154510200,서울특별시 금천구 시흥대로86길 20(독산동),1058.0,126.90046,37.460099,191193.409389,540080.291613
128,80,중앙어린이공원,금천구,1154510300,"서울특별시 금천구 시흥대로 165(시흥동, 남서울힐스테이트)",1515.0,126.901399,37.447159,191275.048496,538644.009565
129,62,항동중학교 운동장,구로구,1153011200,서울특별시 구로구 항동 235-31,4601.0,126.820486,37.482453,184122.638137,542571.748194
130,74,전농중학교 운동장,동대문구,1123010400,서울특별시 동대문구 사가정로13길 71(전농동),6640.0,127.060173,37.580414,205315.12688,553430.769072
131,69,서울문화고등학교 운동장,도봉구,1132010600,서울특별시 도봉구 마들로 598(방학동),5982.0,127.047159,37.663703,204160.941558,562674.336298
132,79,풍림어린이공원,금천구,1154510300,"서울특별시 금천구 시흥대로 165(시흥동, 남서울힐스테이트)",2195.0,126.901437,37.448327,191278.509454,538773.732879
133,29,계상초등학교 운동장,노원구,1135010500,서울특별시 노원구 한글비석로41가길 24(상계동),4270.0,127.067604,37.663057,205964.883378,562603.76459
134,33,상원초등학교 운동장,노원구,1135010500,서울특별시 노원구 한글비석로54길 119(상계동),3970.0,127.060217,37.667606,205312.770548,563108.190254
135,24,용동초등학교 운동장,노원구,1135010600,서울특별시 노원구 한글비석로1길 81-11 (중계동),3270.0,127.069485,37.641472,206132.635785,560208.136552
136,19,하계중학교 운동장,노원구,1135010400,서울특별시 노원구 노원로 261-8 (하계동),4890.0,127.071503,37.640762,206310.789286,560129.465214
137,28,덕암초등학교 운동장,노원구,1135010500,서울특별시 노원구 덕릉로112길 68(상계동),1790.0,127.080835,37.666351,207131.983248,562970.283609
138,37,중평초등학교 운동장,노원구,1135010400,서울특별시 노원구 섬밭로 241(하계동),2660.0,127.064183,37.637306,205665.007039,559745.440948
139,16,공릉초등학교 운동장,노원구,1135010300,서울특별시 노원구 동일로173길 12(공릉동),4540.0,127.074244,37.619067,206554.62254,557721.750391
140,18,공릉중학교 운동장,노원구,1135010300,서울특별시 노원구 노원로1길 42(공릉동),4590.0,127.084164,37.62187,207430.141165,558033.596102
141,17,용원초등학교 운동장,노원구,1135010300,서울특별시 노원구 섬밭로 144(공릉동),3490.0,127.069106,37.628949,206100.236853,558818.166776
