shelter_id,region_code,shelter_name,sido,sigungu,address,lon,lat,shelter_type,area
224,1126000000,면남초등학교운동장,서울특별시,중랑구,서울특별시 중랑구 면목로30나길 38(면목동),127.087957,37.577507,옥외대피소,3515.0
225,1126000000,상봉중학교운동장,서울특별시,중랑구,서울특별시 중랑구 상봉중앙로8나길 28(상봉동),127.0905,37.601147,옥외대피소,4404.0
226,1126000000,신묵초등학교운동장,서울특별시,중랑구,서울특별시 중랑구 묵동 246-12,127.07548,37.607418,옥외대피소,6481.0
227,1129000000,개운산 공원,서울특별시,성북구,서울특별시 성북구 돈암동 산 6-23,127.025277,37.596533,옥외대피소,6999.0
228,1129000000,월곡인조잔디구장,서울특별시,성북구,서울특별시 성북구 화랑로13길 144(하월곡동),127.042328,37.608664,옥외대피소,17309.0
229,1129000000,서경대학교 운동장,서울특별시,성북구,서울특별시 성북구 서경로 124(정릉동),127.012085,37.615409,옥외대피소,8650.0
230,1126000000,중화초등학교운동장,서울특별시,중랑구,서울특별시 중랑구 신내로7가길 22(신내동),127.094908,37.602932,옥외대피소,4170.0
231,1126000000,용마중학교운동장,서울특별시,중랑구,서울특별시 중랑구 면목로28길 18(면목동),127.085984,37.574051,옥외대피소,2702.0
1,1123000000,배봉초등학교 운동장,서울특별시,동대문구,서울특별시 동대문구 사가정로 193(전농동),127.066661,37.579628,옥외대피소,3265.0
2,1123000000,은석초등학교 운동장,서울특별시,동대문구,서울특별시 동대문구 장안벚꽃로 201(장안동),127.075227,37.578352,옥외대피소,2732.0
3,1123000000,청량고등학교 운동장,서울특별시,동대문구,서울특별시 동대문구 왕산로 303(청량리동),127.050506,37.588642,옥외대피소,3772.0
4,1114000000,덕수중학교 운동장,서울특별시,중구,서울특별시 중구 마른내로9길 10(인현동2가),126.997199,37.565066,옥외대피소,5685.0
5,1135000000,신계초등학교 운동장,서울특별시,노원구,서울특별시 노원구 초안산로 29(월계동),127.053159,37.630028,옥외대피소,3470.0
6,1123000000,해성여자고등학교 운동장,서울특별시,동대문구,서울특별시 동대문구 전농로20길 31(전농동),127.057273,37.581211,옥외대피소,5900.0
7,1123000000,군자초등학교 운동장,서울특별시,동대문구,서울특별시 동대문구 한천로6길 21(장안동),127.061139,37.564099,옥외대피소,4390.0
8,1123000000,이문초등학교 운동장,서울특별시,동대문구,서울특별시 동대문구 신이문로 16(이문동),127.064482,37.60219,옥외대피소,2850.0
9,1123000000,홍파초등학교 운동장,서울특별시,동대문구,서울특별시 동대문구 고산자로 518(제기동),127.039149,37.586244,옥외대피소,441.0
10,1123000000,청량중학교 운동장,서울특별시,동대문구,서울특별시 동대문구 왕산로 301(청량리동),127.051484,37.587621,옥외대피소,5578.0
11,1123000000,삼육초등학교 운동장,서울특별시,동대문구,서울특별시 동대문구 회기로10길 63(회기동),127.047806,37.589139,옥외대피소,2080.0
12,1123000000,휘경초등학교 운동장,서울특별시,동대문구,서울특별시 동대문구 망우로6길 48(휘경동),127.05887,37.5855,옥외대피소,3415.0
13,1123000000,전동중학교 운동장,서울특별시,동대문구,서울특별시 동대문구 장안벚꽃로 291(휘경동),127.071181,37.585156,옥외대피소,4197.0
14,1123000000,휘봉고등학교 운동장,서울특별시,동대문구,서울특별시 동대문구 한천로 290(휘경동),127.067989,37.586529,옥외대피소,4048.0
15,1135000000,중평중학교 운동장,서울특별시,노원구,서울특별시 노원구 동일로203길 87(하계동),127.062424,37.636845,옥외대피소,2870.0
16,1135000000,청계초등학교 운동장,서울특별시,노원구,서울특별시 노원구 공릉로 431(중계동),127.066435,37.644424,옥외대피소,4200.0
17,1135000000,재현고등학교 운동장,서울특별시,노원구,서울특별시 노원구 덕릉로82길 64(중계동),127.07975,37.659542,옥외대피소,4340.0
18,1135000000,원광초등학교 운동장,서울특별시,노원구,서울특별시 노원구 덕릉로76길 18(중계동),127.074867,37.653761,옥외대피소,2280.0
19,1135000000,신창중학교 운동장,서울특별시,노원구,서울특별시 노원구 월계로45길 92(월계동),127.047956,37.628227,옥외대피소,2540.0
20,1135000000,갈울근린공원,서울특별시,노원구,서울특별시 노원구 상계동 644,127.061018,37.666828,옥외대피소,3200.0
21,1135000000,온수근린공원,서울특별시,노원구,서울특별시 노원구 노원로34길 43(상계동),127.063727,37.660915,옥외대피소,550.0
22,1135000000,상경초등학교 운동장,서울특별시,노원구,서울특별시 노원구 수락산로 237(상계동),127.051701,37.670123,옥외대피소,2660.0
23,1135000000,하계어린이공원,서울특별시,노원구,서울특별시 노원구 하계동 273-3,127.068952,37.632236,옥외대피소,1150.0
24,1135000000,상계근린공원,서울특별시,노원구,서울특별시 노원구 상계동 620,127.050808,37.669797,옥외대피소,4860.0
25,1123000000,동국대학교사범대학부속고등학교 운동장,서울특별시,동대문구,서울특별시 동대문구 장안벚꽃로 201(장안동),127.075108,37.577569,옥외대피소,7283.0
26,1114000000,창덕여자중학교 운동장,서울특별시,중구,서울특별시 중구 정동길 22(정동),126.969599,37.566564,옥외대피소,5969.0
27,1114000000,장충초등학교 운동장,서울특별시,중구,서울특별시 중구 청구로17길 40(신당동),127.011148,37.559574,옥외대피소,3123.0
28,1135000000,태랑중학교 운동장,서울특별시,노원구,서울특별시 노원구 화랑로51나길 51(공릉동),127.09172,37.626535,옥외대피소,4870.0
29,1135000000,노일중학교 운동장,서울특별시,노원구,서울특별시 노원구 동일로231길 24(상계동),127.053902,37.672866,옥외대피소,4580.0
30,1114000000,광희초등학교 운동장,서울특별시,중구,서울특별시 중구 다산로 269(신당동),127.015146,37.56719,옥외대피소,4499.0
31,1114000000,서울의료보건고등학교(경기여자상업고등학교) 운동장,서울특별시,중구,서울특별시 중구 만리재로37길 30(만리동1가),126.966743,37.556975,옥외대피소,788.0
32,1135000000,한천초등학교 운동장,서울특별시,노원구,서울특별시 노원구 마들로 45(월계동),127.069053,37.620108,옥외대피소,4430.0
33,1135000000,월계초등학교 운동장,서울특별시,노원구,서울특별시 노원구 월계로45가길 10(월계동),127.050879,37.62752,옥외대피소,3950.0
34,1135000000,선곡초등학교,서울특별시,노원구,서울특별시 노원구 광운로2길 1(월계동),127.058145,37.618459,옥외대피소,3400.0
35,1135000000,중계초등학교 운동장,서울특별시,노원구,서울특별시 노원구 한글비석로19길 39(중계동),127.073235,37.657419,옥외대피소,4030.0
36,1135000000,노원초등학교 운동장,서울특별시,노원구,서울특별시 노원구 동일로230나길 32(상계동),127.058291,37.672832,옥외대피소,4010.0
37,1135000000,을지초등학교 운동장,서울특별시,노원구,서울특별시 노원구 중계로 239(중계동),127.072571,37.650605,옥외대피소,2910.0
38,1135000000,중현초등학교 운동장,서울특별시,노원구,서울특별시 노원구 섬밭로 181(하계동),127.066551,37.632111,옥외대피소,3220.0
39,1135000000,연지초등학교 운동장,서울특별시,노원구,서울특별시 노원구 월계로55길 48(월계동),127.05979,37.633293,옥외대피소,2020.0
40,1135000000,노원중학교 운동장,서울특별시,노원구,서울특별시 노원구 동일로213길 26(상계동),127.0598,37.649013,옥외대피소,2540.0
41,1135000000,녹천초등학교 운동장,서울특별시,노원구,서울특별시 노원구 마들로3길 34(월계동),127.063509,37.628401,옥외대피소,2740.0
42,1135000000,중원초등학교 운동장,서울특별시,노원구,서울특별시 노원구 섬밭로 316(중계동),127.062812,37.643473,옥외대피소,4020.0
43,1135000000,상수초등학교 운동장,서울특별시,노원구,서울특별시 노원구 동일로216길 66(상계동),127.064823,37.651447,옥외대피소,2230.0
44,1135000000,중원중학교 운동장,서울특별시,노원구,서울특별시 노원구 공릉로 420(중계동),127.068118,37.643867,옥외대피소,3120.0
45,1135000000,청원초등학교 운동장,서울특별시,노원구,서울특별시 노원구 한글비석로 506(상계동),127.061338,37.665748,옥외대피소,3140.0
46,1135000000,경기기계공업고등학교 운동장,서울특별시,노원구,서울특별시 노원구 공릉로 264(하계동),127.074115,37.633232,옥외대피소,12900.0
47,1135000000,혜성여자고등학교 운동장,서울특별시,노원구,서울특별시 노원구 하계동 산 16-38,127.073858,37.641184,옥외대피소,8880.0
48,1135000000,불암중학교 운동장,서울특별시,노원구,서울특별시 노원구 한글비석로5길 45(하계동),127.073823,37.645554,옥외대피소,3680.0
49,1135000000,신상계초등학교 운동장,서울특별시,노원구,서울특별시 노원구 상계로 267(상계동),127.076151,37.66778,옥외대피소,2560.0
50,1135000000,월계중학교 운동장,서울특별시,노원구,서울특별시 노원구 월계로45가길 54(월계동),127.051731,37.630254,옥외대피소,4360.0
51,1135000000,상천초등학교 운동장,서울특별시,노원구,서울특별시 노원구 덕릉로 443(상계동),127.057883,37.645922,옥외대피소,3500.0
52,1135000000,상원중학교 운동장,서울특별시,노원구,서울특별시 노원구 수락산로 182(상계동),127.059496,37.67129,옥외대피소,2180.0
53,1135000000,동일초등학교 운동장,서울특별시,노원구,서울특별시 노원구 한글비석로 566(상계동),127.054657,37.664834,옥외대피소,2380.0
54,1135000000,상월초등학교 운동장,서울특별시,노원구,서울특별시 노원구 동일로221길 27(상계동),127.057241,37.658271,옥외대피소,4330.0
55,1135000000,한내근린공원,서울특별시,노원구,서울특별시 노원구 마들로 86(월계동),127.06942,37.622104,옥외대피소,1740.0
56,1135000000,녹천중학교 운동장,서울특별시,노원구,서울특별시 노원구 월계로 376(월계동),127.062383,37.631016,옥외대피소,4670.0
57,1135000000,수락초등학교 운동장,서울특별시,노원구,서울특별시 노원구 동일로 1745(상계동),127.054544,37.683796,옥외대피소,4930.0
58,1135000000,중현어린이공원,서울특별시,노원구,서울특별시 노원구 하계동 272-1,127.065645,37.631881,옥외대피소,3780.0
59,1114000000,흥인초등학교 운동장,서울특별시,중구,서울특별시 중구 청구로6길 11(신당동),127.014267,37.560395,옥외대피소,1339.0
60,1135000000,상계초등학교 운동장,서울특별시,노원구,서울특별시 노원구 상계로9길 39(상계동),127.065671,37.659118,옥외대피소,1830.0
61,1135000000,상명초등학교 운동장,서울특별시,노원구,서울특별시 노원구 덕릉로 541(중계동),127.06758,37.648215,옥외대피소,1700.0
62,1135000000,용화여자고등학교 운동장,서울특별시,노원구,서울특별시 노원구 동일로 1461(상계동),127.058526,37.658752,옥외대피소,3370.0
63,1114000000,청구초등학교 운동장,서울특별시,중구,서울특별시 중구 다산로 170(신당동),127.013863,37.558392,옥외대피소,5835.0
64,1114000000,봉래초등학교 운동장,서울특별시,중구,서울특별시 중구 손기정로 73(만리동2가),126.964083,37.55629,옥외대피소,2436.0
65,1135000000,노일초등학교 운동장,서울특별시,노원구,서울특별시 노원구 동일로 1625(상계동),127.054761,37.67309,옥외대피소,2360.0
66,1135000000,온곡초등학교 운동장,서울특별시,노원구,서울특별시 노원구 한글비석로52길 59(상계동),127.066109,37.667302,옥외대피소,1580.0
67,1135000000,온곡중학교운동장,서울특별시,노원구,서울특별시 노원구 노원로 492(상계동),127.064687,37.660066,옥외대피소,264.0
68,1135000000,수락중학교 운동장,서울특별시,노원구,서울특별시 노원구 동일로 1729(상계동),127.054568,37.68264,옥외대피소,4030.0
69,1114000000,장충단공원,서울특별시,중구,서울특별시 중구 장충동2가 197-1,127.005037,37.558556,옥외대피소,32651.0
70,1114000000,성동글로벌경영고등학교 운동장,서울특별시,중구,서울특별시 중구 퇴계로 375(신당동),127.013105,37.565554,옥외대피소,3002.0
71,1114000000,성동공업고등학교 운동장,서울특별시,중구,서울특별시 중구 다산로 290(흥인동),127.01649,37.568781,옥외대피소,3670.0
72,1114000000,손기정체육공원 ,서울특별시,중구,서울특별시 중구 손기정로 101(만리동2가),126.964965,37.555396,옥외대피소,4244.0
73,1114000000,한양공업고등학교 운동장,서울특별시,중구,서울특별시 중구 을지로 299(신당동),127.011767,37.565612,옥외대피소,2601.0
74,1114000000,충무초등학교 운동장,서울특별시,중구,서울특별시 중구 퇴계로50길 13(장충동2가),127.001883,37.562261,옥외대피소,3863.0
75,1135000000,공연초등학교 운동장,서울특별시,노원구,서울특별시 노원구 동일로192가길 16(공릉동),127.074461,37.62695,옥외대피소,3800.0
76,1135000000,연촌초등학교 운동장,서울특별시,노원구,서울특별시 노원구 공릉로58길 36(하계동),127.072801,37.634747,옥외대피소,3680.0
77,1135000000,월계고등학교 운동장,서울특별시,노원구,서울특별시 노원구 초안산로5길 66(월계동),127.048725,37.631805,옥외대피소,1760.0
78,1114000000,덕수초등학교 운동장,서울특별시,중구,서울특별시 중구 덕수궁길 140(정동),126.974526,37.568468,옥외대피소,2536.0
79,1123000000,용두초등학교 운동장,서울특별시,동대문구,서울특별시 동대문구 천호대로13길 43(용두동),127.028934,37.575628,옥외대피소,529.0
80,1123000000,전농초등학교 운동장,서울특별시,동대문구,서울특별시 동대문구 사가정로 66(전농동),127.054528,37.574218,옥외대피소,2066.0
81,1123000000,간데메공원,서울특별시,동대문구,서울특별시 동대문구 서울시립대로2길 59(답십리동),127.048752,37.573324,옥외대피소,15179.0
82,1123000000,안골어린이공원,서울특별시,동대문구,서울특별시 동대문구 천호대로77다길 20(장안동),127.064349,37.56532,옥외대피소,1652.0
83,1123000000,신답초등학교 운동장,서울특별시,동대문구,서울특별시 동대문구 천호대로 177(답십리동),127.043338,37.572881,옥외대피소,1942.0
84,1123000000,성일중학교 운동장,서울특별시,동대문구,서울특별시 동대문구 왕산로23길 55(제기동),127.033915,37.581178,옥외대피소,441.0
85,1123000000,동대문중학교 운동장,서울특별시,동대문구,서울특별시 동대문구 사가정로 59(전농동),127.052434,37.574246,옥외대피소,2031.0
86,1123000000,장일어린이공원,서울특별시,동대문구,서울특별시 동대문구 장안동 164-1,127.065186,37.569913,옥외대피소,992.0
87,1123000000,답십리초등학교 운동장,서울특별시,동대문구,서울특별시 동대문구 전농로3길 23(답십리동),127.055412,37.568669,옥외대피소,2550.0
88,1123000000,장평근린공원,서울특별시,동대문구,서울특별시 동대문구 장안벚꽃로 67(장안동),127.074007,37.567317,옥외대피소,15698.0
89,1123000000,경희초등학교 운동장,서울특별시,동대문구,서울특별시 동대문구 경희대로 23(회기동),127.049525,37.59485,옥외대피소,4500.0
90,1123000000,늘봄어린이공원,서울특별시,동대문구,서울특별시 동대문구 장한로26나길 6(장안동),127.072386,37.571455,옥외대피소,1659.0
91,1123000000,서울반도체고등학교 운동장,서울특별시,동대문구,서울특별시 동대문구 겸재로 21(휘경동),127.069856,37.584888,옥외대피소,3456.0
92,1135000000,중계중학교 운동장,서울특별시,노원구,서울특별시 노원구 덕릉로76길 23(중계동),127.075253,37.655097,옥외대피소,4170.0
93,1135000000,태랑초등학교 운동장,서울특별시,노원구,서울특별시 노원구 화랑로51나길 31(공릉동),127.090928,37.625871,옥외대피소,2020.0
94,1135000000,한천중학교 운동장,서울특별시,노원구,서울특별시 노원구 공릉로 265(공릉동),127.07288,37.630909,옥외대피소,3580.0
95,1135000000,노원고등학교 운동장,서울특별시,노원구,서울특별시 노원구 노원로 586(상계동),127.053395,37.66222,옥외대피소,2930.0
96,1135000000,태릉초등학교 운동장,서울특별시,노원구,서울특별시 노원구 노원로1길 36(공릉동),127.084996,37.622405,옥외대피소,4630.0
97,1135000000,광운인공지능고등학교,서울특별시,노원구,서울특별시 노원구 광운로1길 24(월계동),127.056128,37.620231,옥외대피소,9540.0
98,1123000000,방아다리어린이공원,서울특별시,동대문구,서울특별시 동대문구 제기동 132-1,127.034882,37.585084,옥외대피소,441.0
99,1123000000,숭인중학교 운동장,서울특별시,동대문구,서울특별시 동대문구 천호대로47길 34(답십리동),127.044269,37.573484,옥외대피소,1577.0
100,1123000000,동산어린이공원,서울특별시,동대문구,서울특별시 동대문구 답십리동 998-1,127.057552,37.566974,옥외대피소,1231.0
101,1123000000,동답초등학교 운동장,서울특별시,동대문구,서울특별시 동대문구 답십리로60길 12(답십리동),127.064793,37.572026,옥외대피소,2158.0
102,1123000000,안평초등학교 운동장,서울특별시,동대문구,서울특별시 동대문구 장한로14길 61(장안동),127.071871,37.565624,옥외대피소,3433.0
103,1123000000,대광고등학교,서울특별시,동대문구,서울특별시 동대문구 안암로 6(신설동),127.024577,37.577651,옥외대피소,4500.0
104,1123000000,홍릉초등학교 운동장,서울특별시,동대문구,서울특별시 동대문구 회기로 90(청량리동),127.047032,37.590747,옥외대피소,3968.0
105,1123000000,장평초등학교 운동장,서울특별시,동대문구,서울특별시 동대문구 답십리로69길 27(장안동),127.073278,37.573355,옥외대피소,4157.0
106,1123000000,경희여자고등학교 운동장,서울특별시,동대문구,서울특별시 동대문구 경희대로 23(회기동),127.051023,37.594709,옥외대피소,3131.0
107,1135000000,을지중학교 운동장,서울특별시,노원구,서울특별시 노원구 덕릉로 580(중계동),127.072116,37.650118,옥외대피소,2950.0
108,1135000000,재현중학교 운동장,서울특별시,노원구,서울특별시 노원구 덕릉로82길 64(중계동),127.080614,37.660932,옥외대피소,2050.0
109,1135000000,서라벌고등학교 운동장,서울특별시,노원구,서울특별시 노원구 한글비석로5길 18(중계동),127.075267,37.645139,옥외대피소,295.0
110,1123000000,정화고등학교 운동장,서울특별시,동대문구,서울특별시 동대문구 제기동 299,127.040795,37.585645,옥외대피소,441.0
111,1123000000,장평중학교 운동장,서울특별시,동대문구,서울특별시 동대문구 답십리로72길 158(장안동),127.070505,37.566267,옥외대피소,8207.0
112,1123000000,청량초등학교 운동장,서울특별시,동대문구,서울특별시 동대문구 회기로25길 31(회기동),127.055063,37.59197,옥외대피소,2750.0
113,1123000000,휘봉초등학교 운동장,서울특별시,동대문구,서울특별시 동대문구 장안벚꽃로 309(휘경동),127.070296,37.585874,옥외대피소,2368.0
114,1123000000,아름드리어린이공원,서울특별시,동대문구,서울특별시 동대문구 전농동 688-7,127.059696,37.579083,옥외대피소,2626.0
115,1123000000,종암초등학교 운동장,서울특별시,동대문구,서울특별시 동대문구 무학로44길 25(제기동),127.031421,37.581787,옥외대피소,4412.0
116,1123000000,전곡초등학교 운동장,서울특별시,동대문구,서울특별시 동대문구 전농로 172(전농동),127.056883,37.580268,옥외대피소,2230.0
117,1123000000,전동초등학교 운동장,서울특별시,동대문구,서울특별시 동대문구 전농로16길 61(전농동),127.061512,37.578995,옥외대피소,1755.0
118,1123000000,배봉산근린공원 야외무대,서울특별시,동대문구,서울특별시 동대문구 사가정로 187(전농동),127.063048,37.578494,옥외대피소,1745.0
119,1114000000,남산초등학교 운동장,서울특별시,중구,서울특별시 중구 퇴계로22길 17(남산동2가),126.986276,37.560271,옥외대피소,1148.0
120,1154500000,꿈나무어린이공원,서울특별시,금천구,서울특별시 금천구 독산동 378-434,126.905017,37.463575,옥외대피소,567.0
121,1174000000,신암중학교 운동장,서울특별시,강동구,서울특별시 강동구 고덕로 65(암사동),127.133172,37.555461,옥외대피소,5898.0
122,1111000000,낙산(어린이)공원,서울특별시,종로구,서울특별시 종로구 창신동 611-48,127.010445,37.579568,옥외대피소,1641.0
123,1174000000,강명중학교운동장,서울특별시,강동구,서울특별시 강동구 상일로12길 56(상일동),127.175084,37.555333,옥외대피소,3213.0
124,1114000000,"이화여자외국어고등학교, 이화여자고등학교 운동장 및 노천극장",서울특별시,중구,서울특별시 중구 통일로4길 30(순화동),126.969749,37.564886,옥외대피소,9150.0
125,1121500000,어린이대공원,서울특별시,광진구,서울특별시 광진구 능동로 216(능동),127.081218,37.549086,옥외대피소,225000.0
126,1156000000,신길중학교 운동장,서울특별시,영등포구,서울특별시 영등포구 신길로28길 43(신길동),126.91608,37.501891,옥외대피소,1200.0
127,1154500000,옥계어린이공원,서울특별시,금천구,서울특별시 금천구 시흥대로86길 20(독산동),126.90046,37.460099,옥외대피소,1058.0
128,1154500000,중앙어린이공원,서울특별시,금천구,"서울특별시 금천구 시흥대로 165(시흥동, 남서울힐스테이트)",126.901399,37.447159,옥외대피소,1515.0
129,1153000000,항동중학교 운동장,서울특별시,구로구,서울특별시 구로구 항동 235-31,126.820486,37.482453,옥외대피소,4601.0
130,1123000000,전농중학교 운동장,서울특별시,동대문구,서울특별시 동대문구 사가정로13길 71(전농동),127.060173,37.580414,옥외대피소,6640.0
131,1132000000,서울문화고등학교 운동장,서울특별시,도봉구,서울특별시 도봉구 마들로 598(방학동),127.047159,37.663703,옥외대피소,5982.0
132,1154500000,풍림어린이공원,서울특별시,금천구,"서울특별시 금천구 시흥대로 165(시흥동, 남서울힐스테이트)",126.901437,37.448327,옥외대피소,2195.0
133,1135000000,계상초등학교 운동장,서울특별시,노원구,서울특별시 노원구 한글비석로41가길 24(상계동),127.067604,37.663057,옥외대피소,4270.0
134,1135000000,상원초등학교 운동장,서울특별시,노원구,서울특별시 노원구 한글비석로54길 119(상계동),127.060217,37.667606,옥외대피소,3970.0
135,1135000000,용동초등학교 운동장,서울특별시,노원구,서울특별시 노원구 한글비석로1길 81-11 (중계동),127.069485,37.641472,옥외대피소,3270.0
136,1135000000,하계중학교 운동장,서울특별시,노원구,서울특별시 노원구 노원로 261-8 (하계동),127.071503,37.640762,옥외대피소,4890.0
137,1135000000,덕암초등학교 운동장,서울특별시,노원구,서울특별시 노원구 덕릉로112길 68(상계동),127.080835,37.666351,옥외대피소,1790.0
138,1135000000,중평초등학교 운동장,서울특별시,노원구,서울특별시 노원구 섬밭로 241(하계동),127.064183,37.637306,옥외대피소,2660.0
139,1135000000,공릉초등학교 운동장,서울특별시,노원구,서울특별시 노원구 동일로173길 12(공릉동),127.074244,37.619067,옥외대피소,4540.0
140,1135000000,공릉중학교 운동장,서울특별시,노원구,서울특별시 노원구 노원로1길 42(공릉동),127.084164,37.62187,옥외대피소,4590.0
141,1135000000,용원초등학교 운동장,서울특별시,노원구,서울특별시 노원구 섬밭로 144(공릉동),127.069106,37.628949,옥외대피소,3490.0
142,1135000000,상계중학교 운동장,서울특별시,노원구,서울특별시 노원구 노원로 398(상계동),127.06896,37.652212,옥외대피소,7190.0
143,1135000000,신상중학교 운동장,서울특별시,노원구,서울특별시 노원구 동일로216길 42(상계동),127.063564,37.651115,옥외대피소,4220.0
144,1135000000,상경중학교 운동장,서울특별시,노원구,서울특별시 노원구 동일로227길 61(상계동),127.053599,37.666462,옥외대피소,3530.0
145,1135000000,당현초등학교 운동장,서울특별시,노원구,서울특별시 노원구 동일로213길 52(상계동),127.05832,37.64857,옥외대피소,3580.0
146,1135000000,상계제일중학교 운동장,서울특별시,노원구,서울특별시 노원구 덕릉로86길 29-15 (중계동),127.077744,37.66116,옥외대피소,3470.0
