facility_id,facility_name,sido,sigungu,address,lon,lat,facility_type,area
950,서울잠일초등학교,서울특별시,송파구,서울특별시 송파구 잠실동 19-1,127.081637,37.51465,임시주거시설,4932
951,서울송전초등학교,서울특별시,송파구,서울특별시 송파구 잠실동 44-2,127.094811,37.508447,임시주거시설,735
952,영동일고등학교,서울특별시,송파구,서울특별시 송파구 잠실동 35-1,127.089516,37.509671,임시주거시설,3180
953,서울잠실초등학교,서울특별시,송파구,서울특별시 송파구 신천동 20-2,127.111446,37.520124,임시주거시설,733
954,강일초등학교,서울특별시,강동구,서울특별시 강동구 강일동 685,127.16842,37.546242,임시주거시설,13645
955,강일동주민센터,서울특별시,강동구,서울특별시 강동구 강일동 678-0,127.178207,37.568905,임시주거시설,645
956,강동중학교,서울특별시,강동구,서울특별시 강동구 강일동 669-0,127.177744,37.569966,임시주거시설,8896
957,강일고등학교,서울특별시,강동구,서울특별시 강동구 강일동 685-1,127.177464,37.564236,임시주거시설,11112
958,신암중학교,서울특별시,강동구,서울특별시 강동구 암사동 444,127.133081,37.555645,임시주거시설,1006
959,서울문정초등학교,서울특별시,송파구,서울특별시 송파구 문정동 12,127.12872,37.488915,임시주거시설,525
960,서울가원초등학교,서울특별시,송파구,서울특별시 송파구 문정동 150-10,127.114122,37.488513,임시주거시설,2610
961,서울문덕초등학교,서울특별시,송파구,서울특별시 송파구 문정동 90-3,127.127596,37.484993,임시주거시설,621
962,문현중학교,서울특별시,송파구,서울특별시 송파구 장지동 838-3,127.127675,37.480571,임시주거시설,946
963,서울문현초등학교,서울특별시,송파구,서울특별시 송파구 장지동 836-0,127.130087,37.482711,임시주거시설,3508
964,서울송례초등학교,서울특별시,송파구,서울특별시 송파구 장지동 898-0,127.138444,37.477873,임시주거시설,4443
965,서울잠신초등학교,서울특별시,송파구,서울특별시 송파구 잠실동 22-4,127.08842,37.514341,임시주거시설,4160
968,명원초등학교,서울특별시,강동구,서울특별시 강동구 명일동 39-0,127.150382,37.551343,임시주거시설,650
969,온조대왕문화체육관,서울특별시,강동구,서울특별시 강동구 고덕동 296-0,127.158885,37.558132,임시주거시설,7954
1741,논현초등학교,서울특별시,강남구,서울특별시 강남구 논현동 168-0,127.026118,37.508418,임시주거시설,1258
970,서울컨벤션고등학교,서울특별시,강동구,서울특별시 강동구 고덕동 295-1,127.15821,37.560001,임시주거시설,14629
971,고덕중학교,서울특별시,강동구,서울특별시 강동구 고덕동 223,127.161297,37.559984,임시주거시설,2048
972,명일초등학교,서울특별시,강동구,서울특별시 강동구 암사동 418-18,127.142029,37.553844,임시주거시설,1171
973,암사3동 주민센터,서울특별시,강동구,서울특별시 강동구 암사동 414-19,127.14082,37.554972,임시주거시설,161
1020,광현교회,서울특별시,은평구,서울특별시 은평구 갈현동 501-5,126.916084,37.618407,임시주거시설,1079
1060,강동초등학교,서울특별시,강동구,서울특별시 강동구 천호동 306,127.12997,37.54592,임시주거시설,2009
1061,해공도서관,서울특별시,강동구,서울특별시 강동구 천호동 360,127.126409,37.544355,임시주거시설,1932
1062,성내동교회,서울특별시,강동구,서울특별시 강동구 성내동 135-30,127.125305,37.534112,임시주거시설,548
1063,강동성심병원,서울특별시,강동구,서울특별시 강동구 길동 445,127.135233,37.536141,임시주거시설,15504
1064,신명초등학교,서울특별시,강동구,서울특별시 강동구 길동 42,127.149629,37.541477,임시주거시설,1006
1065,천동초등학교,서울특별시,강동구,서울특별시 강동구 길동 371-1,127.137699,37.540781,임시주거시설,572
1066,둔촌중학교,서울특별시,강동구,서울특별시 강동구 둔촌동 19-1,127.146206,37.530336,임시주거시설,1225
1393,온곡초등학교,서울특별시,노원구,서울특별시 노원구 상계동 638-0,127.065596,37.667637,임시주거시설,770
1394,상곡초등학교,서울특별시,노원구,서울특별시 노원구 상계동 678-0,127.062281,37.662731,임시주거시설,914
1395,은평초등학교,서울특별시,은평구,서울특별시 은평구 녹번동 40-3,126.934935,37.601828,임시주거시설,862
1396,불광1동주민센터,서울특별시,은평구,서울특별시 은평구 불광동 613-1,126.932052,37.61031,임시주거시설,181
1397,서울 수리초등학교 본관동,서울특별시,은평구,서울특별시 은평구 불광동 639-0,126.934043,37.620334,임시주거시설,585
1398,연천중학교,서울특별시,은평구,서울특별시 은평구 불광동 441-1,126.925801,37.627526,임시주거시설,998
1399,연신중학교,서울특별시,은평구,서울특별시 은평구 불광동 400-4,126.924953,37.623703,임시주거시설,808
1400,불광중학교,서울특별시,은평구,서울특별시 은평구 불광동 173-0,126.931669,37.623116,임시주거시설,1122
1401,불광2동주민센터,서울특별시,은평구,서울특별시 은평구 불광동 81-2,126.927321,37.626388,임시주거시설,484
1402,서광교회,서울특별시,은평구,서울특별시 은평구 갈현동 1-29,126.919281,37.627767,임시주거시설,1167
1403,갈현2동주민센터,서울특별시,은평구,서울특별시 은평구 갈현동 502-3,126.915793,37.618498,임시주거시설,154
1199,천호중학교,서울특별시,강동구,서울특별시 강동구 천호동 38-1,127.139577,37.546398,임시주거시설,895
1200,천호초등학교 체육관,서울특별시,강동구,서울특별시 강동구 천호동 224-21,127.136443,37.547308,임시주거시설,1000
1201,천호초등학교,서울특별시,강동구,서울특별시 강동구 천호동 224-21,127.136443,37.547308,임시주거시설,3041
1202,천호제2동주민센터,서울특별시,강동구,서울특별시 강동구 천호동 422-12,127.128202,37.542189,임시주거시설,286
1203,천일중학교,서울특별시,강동구,서울특별시 강동구 천호동 313-5,127.12792,37.545717,임시주거시설,540
1204,동신중학교,서울특별시,강동구,서울특별시 강동구 천호동 447-9,127.134476,37.536743,임시주거시설,5000
1205,천호제3동주민센터,서울특별시,강동구,서울특별시 강동구 천호동 555-0,127.129814,37.53992,임시주거시설,218
1206,성내1동 주민센터,서울특별시,강동구,서울특별시 강동구 성내동 539-1,127.122195,37.530529,임시주거시설,184
1207,강동 어린이 회관,서울특별시,강동구,서울특별시 강동구 성내동 556-1,127.122421,37.529388,임시주거시설,470
1737,한남동공영주차장,서울특별시,용산구,서울특별시 용산구 한남동 685-20,126.997468,37.539158,임시주거시설,125
1739,신사문화센터,서울특별시,강남구,서울특별시 강남구 신사동 548-1,127.022793,37.52398,임시주거시설,251
1740,신구초등학교,서울특별시,강남구,서울특별시 강남구 신사동 550-11,127.023938,37.523355,임시주거시설,1663
1742,학동초등학교,서울특별시,강남구,서울특별시 강남구 논현동 264-7,127.039431,37.512058,임시주거시설,100
1743,단국대학교사범대학부속고등학교,서울특별시,강남구,서울특별시 강남구 대치동 1013,127.056987,37.495195,임시주거시설,864
1744,도곡1문화센터,서울특별시,강남구,서울특별시 강남구 도곡동 892-6,127.038872,37.488371,임시주거시설,183
1745,세곡문화센터,서울특별시,강남구,서울특별시 강남구 율현동 278-1,127.106959,37.469043,임시주거시설,429
1749,계상초등학교,서울특별시,노원구,서울특별시 노원구 상계동 447-1,127.068073,37.663084,임시주거시설,922
1750,노원중학교,서울특별시,노원구,서울특별시 노원구 상계동 743-0,127.059304,37.649133,임시주거시설,788
1751,상수초등학교,서울특별시,노원구,서울특별시 노원구 상계동 755-0,127.064412,37.651844,임시주거시설,660
1752,상천초등학교,서울특별시,노원구,서울특별시 노원구 상계동 768-0,127.058393,37.646393,임시주거시설,2063
1753,동일초등학교,서울특별시,노원구,서울특별시 노원구 상계동 655-0,127.054258,37.664802,임시주거시설,600
1754,우이초등학교,서울특별시,강북구,서울특별시 강북구 수유동 409-6,127.015252,37.638562,임시주거시설,1469
1755,서울자운초등학교,서울특별시,도봉구,서울특별시 도봉구 창동 181-19,127.046564,37.657611,임시주거시설,600
1756,서울창원초등학교,서울특별시,도봉구,서울특별시 도봉구 창동 308-0,127.040591,37.652357,임시주거시설,400
1757,서울가인초등학교,서울특별시,도봉구,서울특별시 도봉구 창동 224-20,127.043535,37.660099,임시주거시설,701
1758,백운중학교,서울특별시,도봉구,서울특별시 도봉구 쌍문동 68-2,127.035956,37.656046,임시주거시설,696
1759,세그루패션디자인고등학교,서울특별시,도봉구,서울특별시 도봉구 쌍문동 263-2,127.026243,37.655294,임시주거시설,168
1760,신창중학교,서울특별시,노원구,서울특별시 노원구 월계동 805-5,127.047529,37.628032,임시주거시설,625
1761,독산1동주민센터,서울특별시,금천구,서울특별시 금천구 독산동 289-5,126.897043,37.470228,임시주거시설,303
1762,독산2동주민센터,서울특별시,금천구,서울특별시 금천구 독산동 1043-51,126.903521,37.463168,임시주거시설,226
